hash,msg,parents,is_merge,files,is_bugfix
2fa83e426c4d5425a6194f9ca5c5f82f1ea8f274,"Add queue_front parameter to enqueue method (#380)

* Add queue_front parameter to enqueue method
* Fix formattin to satisfy linting rule (via black)",['6ef0d7e7ba79f5a7b6238a2d88a95bd7357947c4'],False,"['client.py', 'model.py', 'widget.py']",True
22a68358bf29128a2cf9a96d600c5a4a1188a2d2,Fix #389 - don't emit multiple selection events,['2fa83e426c4d5425a6194f9ca5c5f82f1ea8f274'],False,"['README.md', 'jobs.py', 'model.py']",True
b28a7e6dfe3e66204c7041aca03960ddb0c98bc7,"Fix package script, add wiki link",['ae487cc5712e4ff086501f75e4eac77af5a31f72'],False,"['README.md', 'package.py']",True
fbc6f2f0678f8512e73e622268be48f6baa194cc,Fix bad default for spin box step #393,['b28a7e6dfe3e66204c7041aca03960ddb0c98bc7'],False,['settings.py'],True
f3b16fc95834ccad8c88e23c83a3c7e25d0614d7,"Fix backup during upgrade copying files instead of moving them
- parent folder must exist for move to work",['fbc6f2f0678f8512e73e622268be48f6baa194cc'],False,"['test.yml', 'server.py']",True
f9a2e411d6c83e71dcc0be15437f7bf4b6f07079,Disable server path edit while running and fix server state UI inconsistencies,['ee3556d1698e865adcadef644db1292538d437e9'],False,"['server.py', 'server.py', 'win32.py']",True
78dfe840ca28283df3493d7f3526b34aca2f8805,Try to fix server module import issues on linux #404,['bfbf4e541691cc8e5565d5ae1a2b8f2776139011'],False,['util.py'],True
32dd5b37b06b5d46c320172ba6fd04286f413f01,"Extent generate hotkey to work also for live mode #414
- also fixed workspace switch hotkeys",['440ba219ca2ba9924c7665a16b8b8d8da6bcf0ed'],False,"['ai_diffusion.action', 'extension.py', 'actions.py']",True
30dacd92771c9dacc3de821751f72446ba497dc2,Better error message for some common server startup failures,['ad427122103b1bdeb3135351a4bc32748ff5dc35'],False,['server.py'],True
7fcbc3c0c8d85300afe869a6810660f46d6cf88a,"Move user files (settings, logs, styles) to separate folder outside of installation path #422 #394
- styles are read from both install and user dir
- also reads style sub-folders recursively now #346
- fixed some issues with styles when there is no connection yet",['30dacd92771c9dacc3de821751f72446ba497dc2'],False,"['.gitignore', '__init__.py', 'client.py', 'settings.py', 'style.py', 'server.py', 'settings.py', 'util.py', 'test_settings.py']",True
5c3d878f29565cf8f088cc3a805154c8ab6e2c1d,Fix mask bounds computation,['0e8cc3a918a3bcb484be8959fba9e7629edb60eb'],False,"['image.py', 'model.py']",True
36a010e9f88302d48a99bd221a3de4a4ec399213,Fix crash when generating control image,['a1db1662114861ba351a3779dcf734d37bd0a7f3'],False,"['image.py', 'resolution.py', 'workflow.py']",True
910ae367bd177d7f1dbfb41f37cad9d469bad179,Expose cloud service in UI; improve error handling,['56ef76cfa41e7cc8617fb953301a1a12e9652288'],False,"['client.py', 'cloud_client.py', 'comfy_workflow.py', 'connection.py', 'model.py', 'network.py', 'root.py', 'settings.py', 'settings.py', 'workflow.py']",True
be11c2154df21ac98f5b2a3c63088ae5f38a0b93,Fix batch count,['910ae367bd177d7f1dbfb41f37cad9d469bad179'],False,"['api.py', 'test_pod.py']",True
34295ca19817ecb2caefb2e50445250580996d87,Use fixed batch size for cloud,['be11c2154df21ac98f5b2a3c63088ae5f38a0b93'],False,['resolution.py'],True
be815e41264673fa0c9142ec8f2f2d9ea174edf8,Fix issues with rp endpoint,['34295ca19817ecb2caefb2e50445250580996d87'],False,"['cloud_client.py', 'network.py', 'settings.py', 'conftest.py', 'test_pod.py']",True
50844f971eb2d65c5aa82b70e9a39f3fb6b6096e,Type fixes,['ac3e197627852e0fb5d117fdcd87d579904e5a8a'],False,"['client.py', 'cloud_client.py', 'comfy_client.py', 'server.py']",True
d94814ebe7a65a23d10692f3cbd41917e42efb67,Fix animation workspace,['91c0cf6992389dc80a43ee3a809fd2893d564b35'],False,"['jobs.py', 'model.py']",True
757dbf9378a25db86bc036da57b2a31241044b0a,"Support input image transfer via S3
- will probably not trigger often because compressed inputs rarely exceed 3.5MB

Also enabled workflow tests for cloud client and fixed consistency issues",['21237cb28f61e0b88bba9e31818dfbffe5ba7d20'],False,"['api.py', 'cloud_client.py', 'comfy_workflow.py', 'image.py', 'network.py', 'resources.py', 'workflow.py', 'test_api.py', 'test_image.py', 'test_service.py', 'test_workflow.py']",True
9624247ccfe0e85b689b3bee80b45c71faf6c27e,Use fixed performance settings for cloud client,['757dbf9378a25db86bc036da57b2a31241044b0a'],False,"['client.py', 'cloud_client.py', 'comfy_client.py', 'model.py', 'resolution.py', 'settings.py', 'workflow.py', 'conftest.py', 'test_resolution.py', 'test_workflow.py']",True
ef027fae46f0890d0a626dcf03e8e9cf35e3b473,Fix package name,['106bebe5d71db99a500fd176fd387f1c5e70fd9d'],False,['requirements.txt'],True
432d87e106081c33d30f1919cf9ddc3d5d96f3dc,Fix install test and file server,['ef027fae46f0890d0a626dcf03e8e9cf35e3b473'],False,"['cloud_client.py', 'server.py', 'util.py', 'pyproject.toml', 'file_server.py']",True
350b1dfb5cba611df73ed39e61ed0b9e91910054,Fix type check,['432d87e106081c33d30f1919cf9ddc3d5d96f3dc'],False,"['widget.py', 'requirements.txt', 'test_pod.py', 'test_service.py']",True
87c10ffb7b17cbf1f1a3f3ccfad6349b1ea230ef,Add/fix test for builtin style filter,['4725f4a15589bdd4b3c9ee4dbee92812ffaab786'],False,"['style.py', 'test_settings.py']",True
67abe349f9b68f5f5ed777bf94181721dc252205,Fix lora path splitting when server runs on windows and client on linux/mac #477,['87c10ffb7b17cbf1f1a3f3ccfad6349b1ea230ef'],False,['util.py'],True
6984b02e4e13beb5e72a313de0f4de4ab3a5dda8,Handle incorrect auth data better,['29675fad3d71ea9f148cfefe69f3d043dfc55f28'],False,"['cloud_client.py', 'connection.py', 'network.py']",True
9a0475e32f747a40ecdb1ebc3186b2d20066f1aa,Fix import before reading env,['f370b28120636288bfbabe42515150f8e801e192'],False,['test_pod.py'],True
743a08e3f3ba61559f1c949ede4bace73e2e77da,Fix server start-up error not being reported correctly,['e12d377a1ad29daa052120e8aab5b6462d6f55b1'],False,['server.py'],True
c20c372d53cf19dc55479399a1e5b798ca0ea39e,Fix readme installation link,['743a08e3f3ba61559f1c949ede4bace73e2e77da'],False,['README.md'],True
bdd097a0c94c0392c6559436d6b5e9b26f7ddc5b,Fix missing extension and seed for inpaint model,['c20c372d53cf19dc55479399a1e5b798ca0ea39e'],False,"['cloud_client.py', 'comfy_workflow.py', 'owls_mask_remove.webp', 'test_workflow.py']",True
46007b856dca33054fed6f77d80c81d12b8270d4,Fix client connecting to old URL after it was updated in the UI #533,['bdd097a0c94c0392c6559436d6b5e9b26f7ddc5b'],False,['connection.py'],True
30d9beb82ab6a63c6b69d724618027c99f9b6bbb,Fix inpaint mode affecting selection masks when using refine (<100 strength) #535,['e65ebc90c67603b3edbf1606a45e5d99a7aaa92c'],False,['model.py'],True
658f09ca76f42f6521a85d2936206c3fd6f65a8d,Check QImageWriter return value for potential errors,['30d9beb82ab6a63c6b69d724618027c99f9b6bbb'],False,"['api.py', 'image.py']",True
87815e39d6e0f6aa7d38847f62e76664515a6c55,"Fix live mode polling after document is closed - ref #538
- also set live buttons (play/record) to their correct state when switching documents",['658f09ca76f42f6521a85d2936206c3fd6f65a8d'],False,"['model.py', 'live.py']",True
a8a4ec3543b402f9ba47df2b25f7e4b92a60cb5f,Fix Lora from text input #540,['87815e39d6e0f6aa7d38847f62e76664515a6c55'],False,"['client.py', 'text.py', 'test_workflow.py']",True
88a5c567104a335571ee2b2d4fb34148864067ab,Fix mask offsets in live mode #539,['a8a4ec3543b402f9ba47df2b25f7e4b92a60cb5f'],False,"['model.py', 'resolution.py']",True
1975cec688e8d87b43f916d2aa02b9868d51e371,Improve error reporting for missing checkpoints and other resources #553 #550 #541 #537,['a037c09854024faa19cd427ba9119e374c576f5b'],False,"['comfy_client.py', 'resources.py', 'settings.py']",True
3a667e6d5f5486a7a8c2193e666e91a03b425a70,Fix crash when toggling Live Record without generating an image #579,['920c0c4af90a7cb58f3af7db6d05e2554d59e61d'],False,['model.py'],True
b7aa6d2c77c0d8722d4606b4151783fed16a887a,Fix error when using restoring settings to defaults,['4491e246512dad03bfef3fbb43007889dd610b23'],False,['settings.py'],True
735793884649d425ad88c97c31788ebce9298fb4,Fix lora in prompt not being saved to history #586,['b7aa6d2c77c0d8722d4606b4151783fed16a887a'],False,"['jobs.py', 'model.py']",True
794a9c61d112e8742d4bf6ece4dac753b307ffcb,Remove [Live] prefix from generated layer name and add seed #613,['3bf6257a41aec424adf389a4a9fb2655a07e69b4'],False,['model.py'],True
afb61dc98cfa4257c2be1e1b2febac6d7b39c6de,Make process job attach error non-fatal #616,['faa7c3de37d01aeddad3fbc90be1afa44aa18f18'],False,"['util.py', 'test_server.py']",True
60dc0ad87fe201b53f22f6e8929bb951b4a0ee63,Fix style defaults,['2c1049fb567990bc2dc30ba8ed40f1180922737b'],False,"['style.py', 'test_settings.py']",True
d5ca8e5924f55cccae31bbd4462a9c757607ae92,Fix sampler preset selection not being written if it doesnt change steps/cfg #649,['60dc0ad87fe201b53f22f6e8929bb951b4a0ee63'],False,['style.py'],True
04a6cf319c1f9b0b8d2583a6cdb54c7a4a940db5,Better feedback and error messages for samplers with implicit Lora,['47227c7a78ccce9ba090379d4cfa6a18a993c012'],False,"['style.py', 'workflow.py', 'test_settings.py']",True
184d73452381b10a1244d01e5e2a691d4c1c779e,Fix some tests,['074573fdf444c73f3103a691e8135b61afe4f5a7'],False,"['test_pod.py', 'test_service.py', 'test_workflow.py']",True
c4ec3c26af43a6c0c203f3f56ea6ac70decb5643,Fix add pose skeleton being enabled despite layer not being a vector layer #658,['184d73452381b10a1244d01e5e2a691d4c1c779e'],False,['control.py'],True
54193edc6d6314cc7a3476a59e1025cd7b05bcae,Fix some optional member access warnings,['692ae97bf54717dbe6e9aed1c63ecba5ee0c08ab'],False,"['image.py', 'server.py', 'settings_widgets.py', 'style.py']",True
84c0fccca1ba999205b7dc79a0fcef253e76e52a,Fix custom inpaint context via selection mask #669,['54193edc6d6314cc7a3476a59e1025cd7b05bcae'],False,"['document.py', 'model.py']",True
63c56c32dbbf2e64488cecfafb9d98de2b1d112a,Fixed lora auto-complete not triggering on a new line,['84c0fccca1ba999205b7dc79a0fcef253e76e52a'],False,['widget.py'],True
4ab7b26eaf7ab58a2aa4e00a1dff66946166627a,Increase range for alpha blending to get smoother transitions in cases  where differential diffusion has issues,['ebee734946aa3236ac2a950eab400c1a0455640b'],False,['comfy_workflow.py'],True
0614c400df3fa68e77136f2d04f9ba499a530a5a,"Cloud: precompute generation cost and show it on hover
- fix cost computation for inpaint with crop upscale
- fix invalid style when its loaded from a document but not supported by the server",['1d7e4b917d90d3e24d83f4a9aeca00c787dcc1ba'],False,"['api.py', 'cloud_client.py', 'interstice-dark.svg', 'interstice-light.svg', 'image.py', 'model.py', 'generation.py', 'upscale.py', 'widget.py', 'util.py', 'test_service.py']",True
12896226d7323b11cc67c4a285cd3a4c929082cc,"Hardcode checkpoint names for tests, less error prone...",['0614c400df3fa68e77136f2d04f9ba499a530a5a'],False,['config.py'],True
4e0d3e4a4adbb789d557b105962122fe96e687fd,Fix some issues when adding/removing group layers,['f90258263c7cf5b3ab1e6dfef2a1c6b2428c55ea'],False,"['document.py', 'model.py', 'widget.py']",True
94ad684e0fc802f34bb17d163f2e13cfc7a33a02,Quick fix live + test,['4cbaa9f0d2dad7aa0f59f66cecb0e21f439b79fe'],False,"['live.py', 'test_api.py']",True
db920533f4989bed1560ce57e7f57748b31e2cca,Fix some tests,['a20b69f7598a3a4b3065f627f989c79f35adb541'],False,"['image.py', 'mask_op_add.png', 'mask_op_subtract.png', 'mask_op_add.png', 'mask_op_subtract.png', 'test_image.py']",True
ab75a84351bae7578a64b770fa1be829ebfca142,Live: sort region results into the correct group and add new region button,['82e55b99aeccc7f021092a73fc78c1153958f78d'],False,"['model.py', 'generation.py', 'live.py', 'widget.py']",True
de250abb60b1ba881f7c77f96c6e434cf4a8668b,Fix hierarchical region inpaint (mask bounds and layer selection),['1c05f344d396437d080d214d6fa95683faaf1686'],False,"['model.py', 'widget.py']",True
b9033eb2f1399262aa10cd5ca0a24cdae5b73174,"Move region model to separate file, fix some bugs with preview and apply",['99f3b51fe3dcefec28729acd7b07ddf5caa157a0'],False,"['layer.py', 'model.py', 'persistence.py', 'region.py']",True
5ce08233fa005ec5e80006b5fc2cefb2f3480c84,Fix group promotion on apply,['3945e1151948ef8646b0671f365bbb23920e4098'],False,['layer.py'],True
2318141dd0b622642efb255d48198c377071f0ad,"Regional prompting / Attention couple proof of concept (#639)

* Attention couple and mask manipulation nodes
* Apply attention control layer in generate
* Handle attention call in refine method
* Subtract lower masks from each attention control layer mask
* Use conditioning positive prompt
* Prevent pointer creation to first region mask
* Handle attention couple via the new Regions system
* Improved attention couple usage for hires fix
* Find region prompts according to current selection overlap
* Check if LoRA already loaded when extracting from prompts
* Correctly apply attention conditioning to hires pass
* Also apply attention couple to inpaint hires pass. Fix wrong image type error.
* Use empty background region by default
* Prevent result initialization to overwrite {prompt} token
* Merge region positive prompts with root positive prompt in the regions to_api
* No more prompt merging in apply_attention. Removed unnecessary negative prompts clip encoding
* Using ETN_AttentionCouple and ETN_ListAppend nodes to apply attention couple
* Initialize accumulated_mask with the first valid region mask",['5ce08233fa005ec5e80006b5fc2cefb2f3480c84'],False,"['api.py', 'comfy_workflow.py', 'image.py', 'model.py', 'region.py', 'generation.py', 'workflow.py']",True
cc5720abc3b2d0e10248b13762e54f17303c8622,Log detailed SSL errors when https connection can't be established #726,['e85b2770113c2788087ca3a15a405661c34df5da'],False,"['comfy_client.py', 'network.py']",True
d6db29fdc564b85f5dc81b4290d13efa37880b91,Remove redundant Error: prefixes,['cc5720abc3b2d0e10248b13762e54f17303c8622'],False,"['comfy_client.py', 'settings.py', 'util.py']",True
707ab1c81b6cf85305d79a248020d0a79e408cf0,Fix inpaint and upscale controlnet use; Makse use of background region,['d3aae966f65a5ed1f37e3f7e2cc37f459a24a0f7'],False,"['region.py', 'util.py', 'workflow.py']",True
cb4709f41edfdbb2582abc81b265f80661f62d44,"Fix region discover with selection, also fix insert into image using wrong crop bounds",['707ab1c81b6cf85305d79a248020d0a79e408cf0'],False,"['model.py', 'region.py']",True
37dd774b3f84cfd7b717cb63bfb78fc49d5fcb24,Live regions and composition tweaks/fixes,['ac12a717bc5b5c071a6cf452e7808bc605996d0a'],False,"['document.py', 'image.py', 'layer.py', 'model.py', 'region.py', 'live.py']",True
57c63a0c7169ccde748f3c9fdbd5fbc688967b59,Fix issues with bounds and transparency masks,['a99c06aefd9a88cdc7620bb80070f696e4cb6b8c'],False,"['image.py', 'layer.py', 'model.py', 'region.py']",True
8f79a3229569d7a8cb1135a3f319c00e09bdb866,Fix/add tests,['3db9a80b3b9c5f40e09fe531a06c528901055f17'],False,"['workflow.py', 'test_image.py', 'test_workflow.py']",True
a7be06e8f6013a712409a9cd32e83e649c6b192a,Fix animation workspace,['8f79a3229569d7a8cb1135a3f319c00e09bdb866'],False,"['layer.py', 'animation.py']",True
e385ad8e3484ee31a71f41d691595bb26a3f7c9f,Add fallback for sporadic error where active layer is not part of the layer tree,['a7be06e8f6013a712409a9cd32e83e649c6b192a'],False,['layer.py'],True
5bf446630c29f91d6bc5fde353f521b3c46f9c89,"Show region prompt in history if it's the only region
- also fix negative prompt containing style part #756",['06e61ea5d4549ca4f152b83373f02e71d71214f6'],False,['model.py'],True
78ef6ef9a71a7f3deb3fd07d681531b1e41c9031,Fix issue with deserializing control layer without image,['49cfcefde11ce2768f1f782b34b5a5ae6f6f9fd6'],False,"['api.py', 'test_api.py']",True
5218a3ecda840d47d5a914941f88fdd616e70ea3,Fix missing reference to unblur model,['78ef6ef9a71a7f3deb3fd07d681531b1e41c9031'],False,"['cloud_client.py', 'settings.py']",True
b479c29cddd1343485aa61547ebf534ca799ba6e,Fix tile layout coordinate computation #791,['47fa1abcd7ed37000c4577f5a1f384467e8ca6a5'],False,"['resolution.py', 'workflow.py', 'test_resolution.py']",True
7634e86ea7699251d6d920c58f6d2cc3dc757695,Fix control layers for regions now showing in live mode #788,['b479c29cddd1343485aa61547ebf534ca799ba6e'],False,['live.py'],True
738753321ecb3f7298b759eac177aa2efa0ffad2,Fix root region control layers not being stored/loaded from .kra file #788,['7634e86ea7699251d6d920c58f6d2cc3dc757695'],False,['persistence.py'],True
8135ea9b208251d15bf9343cbea4de58007bd499,"Fix link/unlinked not being tracked by persistence
- could lead to regions being linked to wrong layers in saved .kra file",['0bed60e623f0f9d64ea56957e1237686a0ad9f1f'],False,['region.py'],True
c5a5a058b65fc72e3cc07f890939ffa3e08f41c0,Fix paint-layer-to-region promotion when applying multiple results from the same batch,['8135ea9b208251d15bf9343cbea4de58007bd499'],False,['model.py'],True
f1e0e29d6ddce2c56c54a3006696d41fc6d27a18,Fix issues where control layers are removed when unrelated layers are deleted #823,['e11336f1e9d5e1ea4e3fba5359d0a430e40247d5'],False,"['control.py', 'layer.py']",True
540b15c2945ab8a5d2e11cbfaca68853bf0c6c21,"Fix for Mac SSL issue #840 (#841)

Fix for Mac SSL issue #840",['f1e0e29d6ddce2c56c54a3006696d41fc6d27a18'],False,['comfy_client.py'],True
abe1287a9883726a0940de2db3ef383ef612aec2,Maybe a fix for #836,['622b48e956fa5cbb8ed99ea7dbe08ceac3feb916'],False,['layer.py'],True
690abbd0f6d253926cf0de716f6ed6ebd14a7ff3,Fix division-by-zero when using tiled upscale with target resolution lower than tile size,['abe1287a9883726a0940de2db3ef383ef612aec2'],False,"['resolution.py', 'test_resolution.py']",True
4b3b0f555bbc741718f0a43b3bab147b7eb2d589,Fix show negative prompt toggle #857,['4b2f8adb92d444b33119bf3d8c2da58ce1dcd73a'],False,['region.py'],True
64d6a77ca3699de222270be96f8a7190804f58f7,Don't add /ComfyUI suffix when selecting existing server install dir #859,['4b3b0f555bbc741718f0a43b3bab147b7eb2d589'],False,['server.py'],True
ca0e03ab2c131c88235cdf663028b4545f790521,Fix apply replace behavior and tweak hyper-sd CFG,['0de0893a79af4d42c0484f0280dcc0e378d90665'],False,"['image.py', 'layer.py', 'model.py', 'samplers.json', 'cinematic-photo-xl.json', 'comic-anime.json', 'digital-artwork-xl.json', 'digital-artwork.json']",True
da5434b4f0d6845a6b97f2badc23305f31a9c6c7,Fix crash in rare situation when image is just a tiny bit larger than preferred checkpoint image size,['341c17a2e5175f97f07cf9647aed1d0cdd3f3d2b'],False,['image.py'],True
30381bb85ed62dd892c193260080a84c1e6afd80,Fix discard image not working for first image in the list,['23c0122f396e95fa55b85dd38e5b0e9dc2a324e7'],False,['generation.py'],True
80721d6a430d065d1ea38e965208871027d4e0cc,Fix infinite recursion in strength spin box when changing canvas,['15fa6d6a460add4f736e62ecbd5a60e0d09b19ad'],False,['widget.py'],True
9698646c75ccc0179e857ca6edd84723e6187d2a,Clamp mask grow and blur (just to avoid hangs when there is a bug),['80721d6a430d065d1ea38e965208871027d4e0cc'],False,['api.py'],True
9dabd10de81d867acfcfc551c4a54cc9264d1b37,Fix strength snap assert in upscale ui,['3f9de51bb6810c64da81ec4a70642ced283f0f4f'],False,['widget.py'],True
00612cd06b92dd0a4a2a56ecf92789b5f2852da8,Fix initial upscale model not being restricted to those installed on the server,['9dabd10de81d867acfcfc551c4a54cc9264d1b37'],False,['model.py'],True
630d9a1b14d3d9bf7f24488e25de0c014e1dd277,"Add some error handling for LayerManager.active #862
 - still not sure how it can fail exactly",['b91d78b7856c31af5b20053ab7fa606873220cd3'],False,['layer.py'],True
2a6447d69f35868e86a94a6f2ed514cac8680033,Fix strength snap in live mode,['ff1033eb3f5bdfff737cb8f99b7721d873b48328'],False,['widget.py'],True
088f0bc06ef19308e37a6a0e38ace22a88c0b3cf,Fix loading ComfyUI outputs where prompt text is not inline value #920,['885c2b018de2ffe91534f5381ff785b5c5438b75'],False,['persistence.py'],True
260f19ec027ea29901fd88315c0c690f4b5e05da,Fix broken code which crashes Krita when replacing layers #922,['088f0bc06ef19308e37a6a0e38ace22a88c0b3cf'],False,['layer.py'],True
34d347eca083690e77b453b2ec6e35e7fc84ddee,"Fix crash when inserting new layer after flatten image #836
- document root node is replaced on some operations (like flatten image)",['d8719d154dd23b998e70b7ab88366d02cf818699'],False,['layer.py'],True
1d02919974bad3fb7f89b497a47ad955aa74a023,Fix issues in tooling nodes,['c74f6d38b0a4a031d18a49377d245b71f8a04311'],False,"['resources.py', 'test_workflow.py']",True
be1db5e3591f53ad479a394cf3849074d55b578a,Fix some issues with prompt translation setting when there is no connection,['bc31d11fbdbfe9a8508e89b98a53a02b5de42a66'],False,"['diffusion.py', 'region.py', 'settings.py']",True
b2285496cffb0d1bdba5d00cbff94a32db87584f,"Brazilian Portuguese Translation (#988)

* Spanish translation

Some key words were not fully translated because they are commonly used and recognizable by people who have at least minimal exposure to terms related to artificial intelligence and stable diffusion, like 'steps', CFG, etc.

The term ‘Prompt’ remains unchanged because it is widely used in various contexts, and practically everyone is accustomed to hearing it. Additionally, there is no official translation for it. However, this may be subject to change if necessary.""

* small mistakes fixed

* Update Spanish Translation

small mistakes fixed

* some words fixed

- revert ""Cargas de trabajo"" to ""Workloads"", because there is a article linked in plugin about that.
- some spell errors.

* Brasilian Portuguese Translation

pt-br localization.",['126e7ec380770c67ef2df552ee5d3200823d7843'],False,"['es.json', 'pt-br.json']",True
a1f171650c37662f9edbab85cbb7393f9b663307,"Fix auto-complete popup when opening a document, small tweaks to settings",['2cf2b3dfe0e5c136533d800e95d5664eb3e69e5c'],False,"['settings.py', 'settings.py', 'widget.py']",True
7ed2f8e256d3d5a7b199a9e59390265c4e7c04d9,"Add custom tag folder button, fix refresh",['95007e22a2d19f253667c2a6d3ba4cfe72e3e2eb'],False,"['settings.py', 'settings_widgets.py']",True
a1a4a61850228703a8d09fe5782beed03fc75ee0,"Flux: fix guider, add cloud support",['b104862ef86eea72ccfa4badc351506214f6f02a'],False,"['api.py', 'cloud_client.py', 'comfy_workflow.py', 'resources.py', 'flux-schnell.json', 'server.py']",True
178649cc5c842345492746f82e3f5506fa8d86e4,"Provide a Docker image without checkpoints (#973)

* Ignore virtual env

* Download models via script

* Add parameter for default checkpoint to download

* Pass args of `start.sh` to `pre_start.sh` and `post_start.sh`

* Download models in pre-start

* More minimal download for image

* Download models to persistent storage

* (Re)reduce Docker context and copy script files into docker context folder

* Handle interrupted downloads

* Formatter

* Fix download path (persistent storage)

* Continue even if download script failed

* Add assertion for `default_checkpoints` parameter

* Add `--no-inpaint` filter

* Add `download_with_retry` & `continue_on_error`

* Do not download models into image

* Renaming

* dry run `download_models` during Docker build to create directories

* fix version confusion

* simplify `copy_scripts`",['a1a4a61850228703a8d09fe5782beed03fc75ee0'],False,"['.gitignore', 'docker.py', 'Dockerfile', 'extra_model_paths.yaml', 'pre_start.sh', 'start.sh', 'download_models.py']",True
fdbfb43dc58cf2db4a0b4d4483bb2570bae5458c,Fix invisible entry in inpaint context drop down #975,['bf6b461cbce12c087c4f65c315d7922061deb6b7'],False,['persistence.py'],True
065a917d4c199fc7e3f088c370eb5cb27f7fee41,Fix assertion when selecting a prompt text edit for a region linked to an empty group layer #990,['fdbfb43dc58cf2db4a0b4d4483bb2570bae5458c'],False,['region.py'],True
68070ba041ac497f85557f1a7b10f1a37d54dc64,Fix assertion when running the same upscale job twice (execution cached),['ebead479beb378ea09f0a8c91008519d587010cc'],False,['comfy_client.py'],True
a9aa9ad8228509dbf4ee5aea7976c49a1a4e930c,Fix some typos and update translations,['09c2d8b6467858afea32c6892f83a9193c6e514a'],False,"['es.json', 'fr.json', 'ja.json', 'new_language.json.template', 'pt-br.json', 'ru.json', 'tr.json', 'zh-cn.json', 'zh-tw.json', 'region.py', 'upscale.py']",True
8bb3ed3e776fb4d2d93998e076f10cf36afda63d,Improve error message when trying to send really large image (>16k),['ec4a30fa1c1691355ce8eafcdc4dbffe8b55c1c6'],False,"['api.py', 'cloud_client.py', 'pyproject.toml']",True
ac9d927118206e98d177f324c2264c2ba53eb07f,"Ignore non-supported control layers instead of throwing an error
- UI already shows a red ""not supported"" hint, which should be enough to avoid confusion",['8bb3ed3e776fb4d2d93998e076f10cf36afda63d'],False,"['control.py', 'region.py']",True
4b3866519249ae0bac918824cf20dd67c1ef84d8,Fix error when selection is small but context is (very) large,['ac9d927118206e98d177f324c2264c2ba53eb07f'],False,['workflow.py'],True
f2c3b59ae7e55668097ccd6c0a487e2cf6753ea8,Update inpaint-nodes to fix performance issue with inpaint mask grow on super high resolutions,['d3e1767bd95f528ffdc40d2aa18fb89f425490f7'],False,['resources.py'],True
687dba01e50aa7d8b0489d80995fbc76c7180453,Fix error when using high strength refine region with sd3/flux,['7df760f9e4b2083c7d7d440b688f0f1536d5b586'],False,['workflow.py'],True
2a27e3df34702e67c691e90f3ced89d6ebcf42b2,Improve common error message #1109,['2dfa5678446431ed70214ce2224b11ea0841b87c'],False,"['server.py', 'test_server.py']",True
36a6028922746dd472b5ef1a04315091f2f3a7df,Lora UI extensions and fixes,['af8d56dd7e9579f273d552c00e589a9a4d3fe20c'],False,"['client.py', 'cloud_client.py', 'settings_widgets.py', 'style.py', 'workflow.py', 'test_workflow.py']",True
b97b9671c4748607242475860c6ca31d0b40ffb1,Fix client websocket/job loops not being closed when breaking out the message loop,['12304ad459ba61ff033092c7bcf1d5c3323bb19a'],False,"['client.py', 'cloud_client.py', 'comfy_client.py', 'connection.py', 'test_workflow.py']",True
5caa8400e686a337c01d81d12ae6a6e934191056,Fix seed assignment for batch requests.,['9d0140eb74c73b59f4d6785df61da84649b5f8a1'],False,['model.py'],True
e74506c2ef8ab12df76b6240c416f33c7ad925ae,Fix Lora sorting #1139,['6f2a607bf8de0c9eb0a0b2441ce68768d372057c'],False,"['files.py', 'test_files.py']",True
d338075b7ac2eaa3b70a98d499091c1c3d3a699c,Better errors when using incompatible lora,['49e6a109872092fb206fffd36fa2e60c726f976f'],False,"['resources.py', 'workflow.py', 'test_client.py']",True
a0ed664e01e7301b77be250fc3722f5922549429,"Fix resource paths, clarify flux ipa error message",['09b6060e85bb710840ba0276fa2f723cffe12b4e'],False,"['cloud_client.py', 'control.py', 'resources.py']",True
8f7395c3762f78b03f0f63099128c7d6fd24b3e5,Fix missing dependency for docker image and add flux dev as resource,['13e613ff6a52142f7e74c139600d4710ba65ea13'],False,"['__init__.py', 'resources.py', 'Dockerfile']",True
4dd70f0a8a42bd39baebdbe36aa70abc1ba6c49d,Better error message when inpaint CN for Flux is not installed,['1f64d333edb87b45db99a42bd99720107fae4bcd'],False,['workflow.py'],True
36ced0d99ef6fa105cd62d6c2e1d003511fb1cb8,Fix CERTIFICATE_VERIFY_FAILED errors on macOS (#1181),['4dd70f0a8a42bd39baebdbe36aa70abc1ba6c49d'],False,['comfy_client.py'],True
ad187e59280d7e6c8dc24a6b3332f62b3dc76300,"Fix model search path prioritization
- models that appear earlier in the search path should be preferred",['87a84c2595e009ef1ba106a0aab0004f4c500e9b'],False,['comfy_client.py'],True
590bceadc268094af8f5e06a8eb699d313684e2c,Package publish script and auto-update fixes,['ad187e59280d7e6c8dc24a6b3332f62b3dc76300'],False,"['__init__.py', 'resources.py', 'diffusion.py', 'settings.py', 'package.py', 'test_updates.py']",True
e997f58f8f62f73eaf4cbd218813782887020053,"Update ru.json to v1.24.0

update + fix",['d88a4f8d1330a96c3b54cf36d0a43067b8e7c058'],False,['ru.json'],True
fb03e15bd09a223262203770fae658da4388d842,Fix typo in Dockerfile,['4e17a5e8814576a1d86d2eb7c594ca0fed3e15bd'],False,['Dockerfile'],True
